,pic,lable,type,cursor_x,cursor_y,pos_x,xpos,pos_y,ypos,pic_width,pic_height,x,y
4891,7.png,已完成,纯文字,-2,-11,中,0,中,0,95,31,-2,-11
4892,8.png,全部完成,长条文字按钮,10,-496,中,0,上,-533,282,140,10,37
4893,1.png,纯色块,方块,-27,518,中,0,下,533,30,30,-27,-15
4894,6.png,完成,纯文字,18,-526,中,0,上,-533,64,31,18,7
4895,1.png,纯色块,方块,10,-523,中,0,上,-533,30,30,10,10
4896,8.png,全部完成,长条文字按钮,356,-528,右,300,上,-533,282,140,56,5
4897,8.png,全部完成,长条文字按钮,3,534,中,0,下,533,282,140,3,1
4898,2.png,纯色块,方块,-321,526,左,-300,下,533,48,48,-21,-7
4900,1.png,纯色块,方块,5,535,中,0,下,533,30,30,5,2
4901,7.png,已完成,纯文字,295,-17,右,300,中,0,95,31,-5,-17
4902,3.png,纯色块,方块,314,-15,右,300,中,0,86,86,14,-15
4903,5.png,全部完成,纯文字,-215,21,左,-300,中,0,130,31,85,21
4904,1.png,纯色块,方块,12,5,中,0,中,0,30,30,12,5
4905,3.png,纯色块,方块,-294,-554,左,-300,上,-533,86,86,6,-21
4906,8.png,全部完成,长条文字按钮,5,-535,中,0,上,-533,282,140,5,-2
4907,6.png,完成,纯文字,38,534,中,0,下,533,64,31,38,1
4908,9.png,全部完成,长条文字按钮,302,16,右,300,中,0,352,140,2,16
4909,10.png,全部完成,长条文字按钮,36,1,中,0,中,0,532,140,36,1
4910,8.png,全部完成,长条文字按钮,332,511,右,300,下,533,282,140,32,-22
4911,3.png,纯色块,方块,-303,-511,左,-300,上,-533,86,86,-3,22
4912,5.png,全部完成,纯文字,-281,530,左,-300,下,533,130,31,19,-3
4913,10.png,全部完成,长条文字按钮,-293,517,左,-300,下,533,532,140,7,-16
4914,4.png,纯色块,方块,11,7,中,0,中,0,120,120,11,7
4915,10.png,全部完成,长条文字按钮,-248,-527,左,-300,上,-533,532,140,52,6
4916,2.png,纯色块,方块,1,-535,中,0,上,-533,48,48,1,-2
4917,10.png,全部完成,长条文字按钮,322,-4,右,300,中,0,532,140,22,-4
4918,8.png,全部完成,长条文字按钮,-12,33,中,0,中,0,282,140,-12,33
4919,6.png,完成,纯文字,-287,-539,左,-300,上,-533,64,31,13,-6
4920,1.png,纯色块,方块,297,529,右,300,下,533,30,30,-3,-4
4921,1.png,纯色块,方块,313,17,右,300,中,0,30,30,13,17
4922,2.png,纯色块,方块,9,537,中,0,下,533,48,48,9,4
4923,10.png,全部完成,长条文字按钮,-25,570,中,0,下,533,532,140,-25,37
4924,2.png,纯色块,方块,311,-3,右,300,中,0,48,48,11,-3
4925,5.png,全部完成,纯文字,12,-521,中,0,上,-533,130,31,12,12
4926,1.png,纯色块,方块,-284,533,左,-300,下,533,30,30,16,0
4927,2.png,纯色块,方块,-312,-532,左,-300,上,-533,48,48,-12,1
4928,3.png,纯色块,方块,299,560,右,300,下,533,86,86,-1,27
4929,1.png,纯色块,方块,-286,-5,左,-300,中,0,30,30,14,-5
4930,5.png,全部完成,纯文字,14,-515,中,0,上,-533,130,31,14,18
4931,5.png,全部完成,纯文字,280,-525,右,300,上,-533,130,31,-20,8
4932,2.png,纯色块,方块,354,546,右,300,下,533,48,48,54,13
4933,1.png,纯色块,方块,4,-516,中,0,上,-533,30,30,4,17
4934,8.png,全部完成,长条文字按钮,-246,-8,左,-300,中,0,282,140,54,-8
4935,4.png,纯色块,方块,348,-533,右,300,上,-533,120,120,48,0
4936,2.png,纯色块,方块,304,-545,右,300,上,-533,48,48,4,-12
4937,7.png,已完成,纯文字,12,-540,中,0,上,-533,95,31,12,-7
4938,6.png,完成,纯文字,-291,533,左,-300,下,533,64,31,9,0
4939,1.png,纯色块,方块,-309,2,左,-300,中,0,30,30,-9,2
4940,3.png,纯色块,方块,-281,9,左,-300,中,0,86,86,19,9
4941,9.png,全部完成,长条文字按钮,4,12,中,0,中,0,352,140,4,12
4942,6.png,完成,纯文字,-262,-521,左,-300,上,-533,64,31,38,12
4943,9.png,全部完成,长条文字按钮,-315,-543,左,-300,上,-533,352,140,-15,-10
4944,5.png,全部完成,纯文字,328,8,右,300,中,0,130,31,28,8
4945,4.png,纯色块,方块,-284,536,左,-300,下,533,120,120,16,3
4946,2.png,纯色块,方块,328,-4,右,300,中,0,48,48,28,-4
4947,7.png,已完成,纯文字,-244,-15,左,-300,中,0,95,31,56,-15
4948,10.png,全部完成,长条文字按钮,271,-517,右,300,上,-533,532,140,-29,16
4949,7.png,已完成,纯文字,27,-536,中,0,上,-533,95,31,27,-3
4950,9.png,全部完成,长条文字按钮,-207,-515,左,-300,上,-533,352,140,93,18
4951,8.png,全部完成,长条文字按钮,-242,506,左,-300,下,533,282,140,58,-27
4952,5.png,全部完成,纯文字,77,-19,中,0,中,0,130,31,77,-19
4953,6.png,完成,纯文字,34,-544,中,0,上,-533,64,31,34,-11
4954,9.png,全部完成,长条文字按钮,-290,544,左,-300,下,533,352,140,10,11
4955,2.png,纯色块,方块,7,5,中,0,中,0,48,48,7,5
4956,6.png,完成,纯文字,2,10,中,0,中,0,64,31,2,10
4957,3.png,纯色块,方块,14,537,中,0,下,533,86,86,14,4
4958,10.png,全部完成,长条文字按钮,-321,19,左,-300,中,0,532,140,-21,19
4959,3.png,纯色块,方块,278,-544,右,300,上,-533,86,86,-22,-11
4960,1.png,纯色块,方块,-308,524,左,-300,下,533,30,30,-8,-9
4961,4.png,纯色块,方块,284,547,右,300,下,533,120,120,-16,14
4962,10.png,全部完成,长条文字按钮,-319,-517,左,-300,上,-533,532,140,-19,16
4963,9.png,全部完成,长条文字按钮,72,505,中,0,下,533,352,140,72,-28
4964,3.png,纯色块,方块,311,-505,右,300,上,-533,86,86,11,28
4965,2.png,纯色块,方块,-300,-530,左,-300,上,-533,48,48,0,3
4966,9.png,全部完成,长条文字按钮,348,-542,右,300,上,-533,352,140,48,-9
4967,1.png,纯色块,方块,-292,-538,左,-300,上,-533,30,30,8,-5
4968,4.png,纯色块,方块,291,36,右,300,中,0,120,120,-9,36
4969,6.png,完成,纯文字,-300,-15,左,-300,中,0,64,31,0,-15
4970,7.png,已完成,纯文字,-280,515,左,-300,下,533,95,31,20,-18
4971,6.png,完成,纯文字,10,1,中,0,中,0,64,31,10,1
4972,3.png,纯色块,方块,12,-518,中,0,上,-533,86,86,12,15
4973,4.png,纯色块,方块,-268,12,左,-300,中,0,120,120,32,12
4974,3.png,纯色块,方块,-294,23,左,-300,中,0,86,86,6,23
4975,10.png,全部完成,长条文字按钮,245,557,右,300,下,533,532,140,-55,24
4976,1.png,纯色块,方块,318,5,右,300,中,0,30,30,18,5
4977,4.png,纯色块,方块,286,24,右,300,中,0,120,120,-14,24
4978,9.png,全部完成,长条文字按钮,257,-6,右,300,中,0,352,140,-43,-6
4979,8.png,全部完成,长条文字按钮,308,534,右,300,下,533,282,140,8,1
4980,2.png,纯色块,方块,-311,0,左,-300,中,0,48,48,-11,0
4981,8.png,全部完成,长条文字按钮,276,-511,右,300,上,-533,282,140,-24,22
4982,6.png,完成,纯文字,3,533,中,0,下,533,64,31,3,0
4983,7.png,已完成,纯文字,311,-515,右,300,上,-533,95,31,11,18
4984,4.png,纯色块,方块,-297,-15,左,-300,中,0,120,120,3,-15
4985,5.png,全部完成,纯文字,272,556,右,300,下,533,130,31,-28,23
4986,3.png,纯色块,方块,12,1,中,0,中,0,86,86,12,1
4987,10.png,全部完成,长条文字按钮,290,510,右,300,下,533,532,140,-10,-23
4988,6.png,完成,纯文字,-296,547,左,-300,下,533,64,31,4,14
4989,10.png,全部完成,长条文字按钮,188,-535,右,300,上,-533,532,140,-112,-2
4990,3.png,纯色块,方块,-290,542,左,-300,下,533,86,86,10,9
4991,8.png,全部完成,长条文字按钮,301,-11,右,300,中,0,282,140,1,-11
4992,2.png,纯色块,方块,-285,549,左,-300,下,533,48,48,15,16
4993,9.png,全部完成,长条文字按钮,19,-503,中,0,上,-533,352,140,19,30
4994,6.png,完成,纯文字,320,-5,右,300,中,0,64,31,20,-5
4995,7.png,已完成,纯文字,277,544,右,300,下,533,95,31,-23,11
4996,9.png,全部完成,长条文字按钮,310,537,右,300,下,533,352,140,10,4
4997,5.png,全部完成,纯文字,-275,541,左,-300,下,533,130,31,25,8
4998,1.png,纯色块,方块,-272,-523,左,-300,上,-533,30,30,28,10
4999,6.png,完成,纯文字,-272,-10,左,-300,中,0,64,31,28,-10
5000,7.png,已完成,纯文字,-306,-542,左,-300,上,-533,95,31,-6,-9
5001,4.png,纯色块,方块,-300,-531,左,-300,上,-533,120,120,0,2
5002,6.png,完成,纯文字,329,523,右,300,下,533,64,31,29,-10
5003,6.png,完成,纯文字,319,-526,右,300,上,-533,64,31,19,7
5004,3.png,纯色块,方块,4,-516,中,0,上,-533,86,86,4,17
5005,2.png,纯色块,方块,-10,554,中,0,下,533,48,48,-10,21
5006,7.png,已完成,纯文字,300,-516,右,300,上,-533,95,31,0,17
5007,10.png,全部完成,长条文字按钮,-107,-549,中,0,上,-533,532,140,-107,-16
5008,6.png,完成,纯文字,304,523,右,300,下,533,64,31,4,-10
5009,9.png,全部完成,长条文字按钮,2,-513,中,0,上,-533,352,140,2,20
5010,10.png,全部完成,长条文字按钮,-230,510,左,-300,下,533,532,140,70,-23
5011,2.png,纯色块,方块,24,27,中,0,中,0,48,48,24,27
5012,8.png,全部完成,长条文字按钮,-291,-547,左,-300,上,-533,282,140,9,-14
5013,3.png,纯色块,方块,47,550,中,0,下,533,86,86,47,17
5014,5.png,全部完成,纯文字,-46,531,中,0,下,533,130,31,-46,-2
5015,8.png,全部完成,长条文字按钮,5,8,中,0,中,0,282,140,5,8
5016,8.png,全部完成,长条文字按钮,-287,27,左,-300,中,0,282,140,13,27
5017,2.png,纯色块,方块,332,-543,右,300,上,-533,48,48,32,-10
5018,4.png,纯色块,方块,310,-545,右,300,上,-533,120,120,10,-12
5019,6.png,完成,纯文字,298,-524,右,300,上,-533,64,31,-2,9
5020,9.png,全部完成,长条文字按钮,199,429,右,300,下,533,352,140,-101,-104
5021,7.png,已完成,纯文字,5,558,中,0,下,533,95,31,5,25
5022,9.png,全部完成,长条文字按钮,276,-546,右,300,上,-533,352,140,-24,-13
5023,1.png,纯色块,方块,31,16,中,0,中,0,30,30,31,16
5024,9.png,全部完成,长条文字按钮,-313,24,左,-300,中,0,352,140,-13,24
5025,9.png,全部完成,长条文字按钮,6,567,中,0,下,533,352,140,6,34
5026,7.png,已完成,纯文字,-294,553,左,-300,下,533,95,31,6,20
5027,7.png,已完成,纯文字,-283,-557,左,-300,上,-533,95,31,17,-24
5028,7.png,已完成,纯文字,302,17,右,300,中,0,95,31,2,17
5029,4.png,纯色块,方块,-17,-519,中,0,上,-533,120,120,-17,14
5030,8.png,全部完成,长条文字按钮,-318,-543,左,-300,上,-533,282,140,-18,-10
5031,5.png,全部完成,纯文字,10,-2,中,0,中,0,130,31,10,-2
5033,10.png,全部完成,长条文字按钮,-274,21,左,-300,中,0,532,140,26,21
5034,10.png,全部完成,长条文字按钮,-128,-521,中,0,上,-533,532,140,-128,12
5035,2.png,纯色块,方块,326,540,右,300,下,533,48,48,26,7
5036,4.png,纯色块,方块,-279,-527,左,-300,上,-533,120,120,21,6
5037,1.png,纯色块,方块,314,-527,右,300,上,-533,30,30,14,6
5038,7.png,已完成,纯文字,312,535,右,300,下,533,95,31,12,2
5039,9.png,全部完成,长条文字按钮,-311,541,左,-300,下,533,352,140,-11,8
5040,1.png,纯色块,方块,292,532,右,300,下,533,30,30,-8,-1
5041,3.png,纯色块,方块,298,538,右,300,下,533,86,86,-2,5
5042,10.png,全部完成,长条文字按钮,126,19,右,300,中,0,532,140,-174,19
5043,7.png,已完成,纯文字,57,554,中,0,下,533,95,31,57,21
5044,4.png,纯色块,方块,-34,566,中,0,下,533,120,120,-34,33
5045,4.png,纯色块,方块,-131,279,中,0,下,533,120,120,-131,-254
5046,10.png,全部完成,长条文字按钮,-10,481,中,0,下,533,532,140,-10,-52
5047,2.png,纯色块,方块,-286,2,左,-300,中,0,48,48,14,2
5048,1.png,纯色块,方块,310,-532,右,300,上,-533,30,30,10,1
5049,5.png,全部完成,纯文字,327,-520,右,300,上,-533,130,31,27,13
5050,5.png,全部完成,纯文字,286,550,右,300,下,533,130,31,-14,17
5051,8.png,全部完成,长条文字按钮,-26,549,中,0,下,533,282,140,-26,16
5052,7.png,已完成,纯文字,-286,9,左,-300,中,0,95,31,14,9
5053,4.png,纯色块,方块,-52,21,中,0,中,0,120,120,-52,21
5054,2.png,纯色块,方块,5,-523,中,0,上,-533,48,48,5,10
5055,3.png,纯色块,方块,326,31,右,300,中,0,86,86,26,31
5056,3.png,纯色块,方块,-266,533,左,-300,下,533,86,86,34,0
5057,5.png,全部完成,纯文字,-309,-534,左,-300,上,-533,130,31,-9,-1
5058,8.png,全部完成,长条文字按钮,276,10,右,300,中,0,282,140,-24,10
5059,9.png,全部完成,长条文字按钮,-295,30,左,-300,中,0,352,140,5,30
5060,9.png,全部完成,长条文字按钮,-13,0,中,0,中,0,352,140,-13,0
5061,5.png,全部完成,纯文字,322,13,右,300,中,0,130,31,22,13
5062,7.png,已完成,纯文字,53,-1,中,0,中,0,95,31,53,-1
5063,5.png,全部完成,纯文字,-305,4,左,-300,中,0,130,31,-5,4
5064,5.png,全部完成,纯文字,-321,-546,左,-300,上,-533,130,31,-21,-13
5065,3.png,纯色块,方块,-44,13,中,0,中,0,86,86,-44,13
5066,8.png,全部完成,长条文字按钮,-277,549,左,-300,下,533,282,140,23,16
5067,10.png,全部完成,长条文字按钮,-3,-11,中,0,中,0,532,140,-3,-11
5068,5.png,全部完成,纯文字,-278,546,左,-300,下,533,130,31,22,13
5069,6.png,完成,纯文字,-263,20,左,-300,中,0,64,31,37,20
5070,8.png,全部完成,长条文字按钮,336,-471,右,300,上,-533,282,140,36,62
5071,6.png,完成,纯文字,315,18,右,300,中,0,64,31,15,18
5072,3.png,纯色块,方块,72,-521,中,0,上,-533,86,86,72,12
5073,4.png,纯色块,方块,-298,-1,左,-300,中,0,120,120,2,-1
5074,5.png,全部完成,纯文字,320,7,右,300,中,0,130,31,20,7
5075,4.png,纯色块,方块,288,-10,右,300,中,0,120,120,-12,-10
5076,8.png,全部完成,长条文字按钮,284,523,右,300,下,533,282,140,-16,-10
5077,5.png,全部完成,纯文字,-255,-547,左,-300,上,-533,130,31,45,-14
5078,7.png,已完成,纯文字,43,-563,中,0,上,-533,95,31,43,-30
5079,6.png,完成,纯文字,306,8,右,300,中,0,64,31,6,8
5080,1.png,纯色块,方块,14,535,中,0,下,533,30,30,14,2
5081,6.png,完成,纯文字,-301,521,左,-300,下,533,64,31,-1,-12
5082,8.png,全部完成,长条文字按钮,-235,557,左,-300,下,533,282,140,65,24
5083,8.png,全部完成,长条文字按钮,-265,540,左,-300,下,533,282,140,35,7
5084,3.png,纯色块,方块,314,39,右,300,中,0,86,86,14,39
5085,10.png,全部完成,长条文字按钮,39,-24,中,0,中,0,532,140,39,-24
5086,8.png,全部完成,长条文字按钮,295,-546,右,300,上,-533,282,140,-5,-13
5087,8.png,全部完成,长条文字按钮,20,569,中,0,下,533,282,140,20,36
5088,9.png,全部完成,长条文字按钮,42,545,中,0,下,533,352,140,42,12
5089,2.png,纯色块,方块,328,-20,右,300,中,0,48,48,28,-20
5090,6.png,完成,纯文字,296,-570,右,300,上,-533,64,31,-4,-37
5091,5.png,全部完成,纯文字,17,-507,中,0,上,-533,130,31,17,26
5092,2.png,纯色块,方块,29,511,中,0,下,533,48,48,29,-22
5093,7.png,已完成,纯文字,-246,31,左,-300,中,0,95,31,54,31
5094,9.png,全部完成,长条文字按钮,338,499,右,300,下,533,352,140,38,-34
5095,10.png,全部完成,长条文字按钮,321,27,右,300,中,0,532,140,21,27
5096,6.png,完成,纯文字,43,610,中,0,下,533,64,31,43,77
5097,10.png,全部完成,长条文字按钮,20,-519,中,0,上,-533,532,140,20,14
5098,10.png,全部完成,长条文字按钮,-39,514,中,0,下,533,532,140,-39,-19
5099,3.png,纯色块,方块,40,4,中,0,中,0,86,86,40,4
5100,1.png,纯色块,方块,273,5,右,300,中,0,30,30,-27,5
5101,1.png,纯色块,方块,55,-491,中,0,上,-533,30,30,55,42
5102,6.png,完成,纯文字,-306,-24,左,-300,中,0,64,31,-6,-24
5103,2.png,纯色块,方块,291,-539,右,300,上,-533,48,48,-9,-6
5104,6.png,完成,纯文字,337,561,右,300,下,533,64,31,37,28
5105,9.png,全部完成,长条文字按钮,-234,513,左,-300,下,533,352,140,66,-20
5106,8.png,全部完成,长条文字按钮,43,-516,中,0,上,-533,282,140,43,17
5107,2.png,纯色块,方块,-5,-526,中,0,上,-533,48,48,-5,7
5108,1.png,纯色块,方块,7,490,中,0,下,533,30,30,7,-43
5109,7.png,已完成,纯文字,-282,-538,左,-300,上,-533,95,31,18,-5
5110,4.png,纯色块,方块,-313,-463,左,-300,上,-533,120,120,-13,70
5111,3.png,纯色块,方块,32,-33,中,0,中,0,86,86,32,-33
5112,10.png,全部完成,长条文字按钮,235,-536,右,300,上,-533,532,140,-65,-3
5113,7.png,已完成,纯文字,5,-509,中,0,上,-533,95,31,5,24
5114,10.png,全部完成,长条文字按钮,-278,484,左,-300,下,533,532,140,22,-49
5115,3.png,纯色块,方块,-326,-5,左,-300,中,0,86,86,-26,-5
5116,4.png,纯色块,方块,10,526,中,0,下,533,120,120,10,-7
5117,1.png,纯色块,方块,348,-492,右,300,上,-533,30,30,48,41
5118,7.png,已完成,纯文字,69,544,中,0,下,533,95,31,69,11
5119,7.png,已完成,纯文字,266,-487,右,300,上,-533,95,31,-34,46
5120,8.png,全部完成,长条文字按钮,296,524,右,300,下,533,282,140,-4,-9
5121,9.png,全部完成,长条文字按钮,-239,28,左,-300,中,0,352,140,61,28
5122,2.png,纯色块,方块,355,565,右,300,下,533,48,48,55,32
5123,5.png,全部完成,纯文字,-222,504,左,-300,下,533,130,31,78,-29
5124,10.png,全部完成,长条文字按钮,-259,15,左,-300,中,0,532,140,41,15
5125,1.png,纯色块,方块,-331,-539,左,-300,上,-533,30,30,-31,-6
5126,4.png,纯色块,方块,288,-541,右,300,上,-533,120,120,-12,-8
5127,9.png,全部完成,长条文字按钮,-254,-1,左,-300,中,0,352,140,46,-1
5128,8.png,全部完成,长条文字按钮,-6,-506,中,0,上,-533,282,140,-6,27
5129,7.png,已完成,纯文字,-313,507,左,-300,下,533,95,31,-13,-26
5130,2.png,纯色块,方块,21,-7,中,0,中,0,48,48,21,-7
5132,7.png,已完成,纯文字,293,523,右,300,下,533,95,31,-7,-10
5133,4.png,纯色块,方块,7,-490,中,0,上,-533,120,120,7,43
5134,4.png,纯色块,方块,-214,500,左,-300,下,533,120,120,86,-33
5135,4.png,纯色块,方块,34,-520,中,0,上,-533,120,120,34,13
5136,4.png,纯色块,方块,-262,523,左,-300,下,533,120,120,38,-10
5137,3.png,纯色块,方块,-204,469,左,-300,下,533,86,86,96,-64
5138,7.png,已完成,纯文字,84,535,中,0,下,533,95,31,84,2
5139,6.png,完成,纯文字,-278,-551,左,-300,上,-533,64,31,22,-18
5140,8.png,全部完成,长条文字按钮,297,-3,右,300,中,0,282,140,-3,-3
5141,6.png,完成,纯文字,362,-538,右,300,上,-533,64,31,62,-5
5142,5.png,全部完成,纯文字,-253,38,左,-300,中,0,130,31,47,38
5143,2.png,纯色块,方块,306,-13,右,300,中,0,48,48,6,-13
5144,3.png,纯色块,方块,28,-558,中,0,上,-533,86,86,28,-25
5145,6.png,完成,纯文字,-20,552,中,0,下,533,64,31,-20,19
5146,6.png,完成,纯文字,54,-519,中,0,上,-533,64,31,54,14
5147,5.png,全部完成,纯文字,22,529,中,0,下,533,130,31,22,-4
5148,10.png,全部完成,长条文字按钮,320,581,右,300,下,533,532,140,20,48
5149,10.png,全部完成,长条文字按钮,254,-42,右,300,中,0,532,140,-46,-42
5150,1.png,纯色块,方块,-33,28,中,0,中,0,30,30,-33,28
5151,3.png,纯色块,方块,301,522,右,300,下,533,86,86,1,-11
5152,5.png,全部完成,纯文字,248,-525,右,300,上,-533,130,31,-52,8
5153,3.png,纯色块,方块,325,-11,右,300,中,0,86,86,25,-11
5154,6.png,完成,纯文字,-338,579,左,-300,下,533,64,31,-38,46
5155,1.png,纯色块,方块,-326,-2,左,-300,中,0,30,30,-26,-2
5156,7.png,已完成,纯文字,420,34,右,300,中,0,95,31,120,34
5157,2.png,纯色块,方块,316,-521,右,300,上,-533,48,48,16,12
5158,3.png,纯色块,方块,262,-536,右,300,上,-533,86,86,-38,-3
5159,2.png,纯色块,方块,-253,-535,左,-300,上,-533,48,48,47,-2
5160,4.png,纯色块,方块,26,504,中,0,下,533,120,120,26,-29
5161,8.png,全部完成,长条文字按钮,41,7,中,0,中,0,282,140,41,7
5162,3.png,纯色块,方块,14,565,中,0,下,533,86,86,14,32
5163,9.png,全部完成,长条文字按钮,310,-9,右,300,中,0,352,140,10,-9
5164,9.png,全部完成,长条文字按钮,-1,-12,中,0,中,0,352,140,-1,-12
5165,3.png,纯色块,方块,-24,505,中,0,下,533,86,86,-24,-28
5166,8.png,全部完成,长条文字按钮,-302,-568,左,-300,上,-533,282,140,-2,-35
5167,8.png,全部完成,长条文字按钮,-4,539,中,0,下,533,282,140,-4,6
5168,3.png,纯色块,方块,-282,-501,左,-300,上,-533,86,86,18,32
5169,9.png,全部完成,长条文字按钮,-17,557,中,0,下,533,352,140,-17,24
5170,3.png,纯色块,方块,342,550,右,300,下,533,86,86,42,17
5171,9.png,全部完成,长条文字按钮,349,-511,右,300,上,-533,352,140,49,22
5172,7.png,已完成,纯文字,414,-41,右,300,中,0,95,31,114,-41
5173,10.png,全部完成,长条文字按钮,-11,543,中,0,下,533,532,140,-11,10
5174,7.png,已完成,纯文字,-228,34,左,-300,中,0,95,31,72,34
5175,10.png,全部完成,长条文字按钮,-295,495,左,-300,下,533,532,140,5,-38
5176,10.png,全部完成,长条文字按钮,-324,-515,左,-300,上,-533,532,140,-24,18
5177,5.png,全部完成,纯文字,-255,-22,左,-300,中,0,130,31,45,-22
5178,4.png,纯色块,方块,300,-536,右,300,上,-533,120,120,0,-3
5179,8.png,全部完成,长条文字按钮,-178,-12,左,-300,中,0,282,140,122,-12
5180,6.png,完成,纯文字,379,474,右,300,下,533,64,31,79,-59
5181,3.png,纯色块,方块,336,-547,右,300,上,-533,86,86,36,-14
5182,10.png,全部完成,长条文字按钮,246,-565,右,300,上,-533,532,140,-54,-32
5183,9.png,全部完成,长条文字按钮,1,-535,中,0,上,-533,352,140,1,-2
5184,9.png,全部完成,长条文字按钮,182,-464,右,300,上,-533,352,140,-118,69
5185,5.png,全部完成,纯文字,56,-502,中,0,上,-533,130,31,56,31
5186,8.png,全部完成,长条文字按钮,314,-19,右,300,中,0,282,140,14,-19
5187,4.png,纯色块,方块,-310,-494,左,-300,上,-533,120,120,-10,39
5188,10.png,全部完成,长条文字按钮,-325,22,左,-300,中,0,532,140,-25,22
5189,2.png,纯色块,方块,45,17,中,0,中,0,48,48,45,17
5190,6.png,完成,纯文字,10,-499,中,0,上,-533,64,31,10,34
5191,5.png,全部完成,纯文字,404,-40,右,300,中,0,130,31,104,-40
5192,1.png,纯色块,方块,-309,539,左,-300,下,533,30,30,-9,6
5193,9.png,全部完成,长条文字按钮,345,13,右,300,中,0,352,140,45,13
5194,7.png,已完成,纯文字,377,550,右,300,下,533,95,31,77,17
5195,1.png,纯色块,方块,375,7,右,300,中,0,30,30,75,7
5196,9.png,全部完成,长条文字按钮,303,539,右,300,下,533,352,140,3,6
5197,2.png,纯色块,方块,376,481,右,300,下,533,48,48,76,-52
5198,6.png,完成,纯文字,40,-12,中,0,中,0,64,31,40,-12
5199,10.png,全部完成,长条文字按钮,203,528,右,300,下,533,532,140,-97,-5
5200,10.png,全部完成,长条文字按钮,-401,-494,左,-300,上,-533,532,140,-101,39
5201,1.png,纯色块,方块,-292,-61,左,-300,中,0,30,30,8,-61
5202,7.png,已完成,纯文字,310,-491,右,300,上,-533,95,31,10,42
5203,2.png,纯色块,方块,-264,483,左,-300,下,533,48,48,36,-50
5204,5.png,全部完成,纯文字,24,521,中,0,下,533,130,31,24,-12
5205,3.png,纯色块,方块,-286,-515,左,-300,上,-533,86,86,14,18
5206,4.png,纯色块,方块,-286,-6,左,-300,中,0,120,120,14,-6
5207,4.png,纯色块,方块,299,519,右,300,下,533,120,120,-1,-14
5208,2.png,纯色块,方块,-314,539,左,-300,下,533,48,48,-14,6
5209,2.png,纯色块,方块,-309,37,左,-300,中,0,48,48,-9,37
5210,9.png,全部完成,长条文字按钮,-309,-543,左,-300,上,-533,352,140,-9,-10
5211,8.png,全部完成,长条文字按钮,-251,-535,左,-300,上,-533,282,140,49,-2
5212,1.png,纯色块,方块,302,-582,右,300,上,-533,30,30,2,-49
5213,5.png,全部完成,纯文字,288,549,右,300,下,533,130,31,-12,16
5214,1.png,纯色块,方块,389,511,右,300,下,533,30,30,89,-22
5215,1.png,纯色块,方块,24,12,中,0,中,0,30,30,24,12
5216,1.png,纯色块,方块,-286,-539,左,-300,上,-533,30,30,14,-6
5217,10.png,全部完成,长条文字按钮,-69,-531,中,0,上,-533,532,140,-69,2
5218,5.png,全部完成,纯文字,312,514,右,300,下,533,130,31,12,-19
5219,5.png,全部完成,纯文字,-276,-497,左,-300,上,-533,130,31,24,36
5220,7.png,已完成,纯文字,-316,497,左,-300,下,533,95,31,-16,-36
5221,8.png,全部完成,长条文字按钮,20,1,中,0,中,0,282,140,20,1
5222,6.png,完成,纯文字,51,28,中,0,中,0,64,31,51,28
5223,4.png,纯色块,方块,353,498,右,300,下,533,120,120,53,-35
5224,9.png,全部完成,长条文字按钮,-290,-528,左,-300,上,-533,352,140,10,5
5225,9.png,全部完成,长条文字按钮,-295,495,左,-300,下,533,352,140,5,-38
5226,5.png,全部完成,纯文字,1,-14,中,0,中,0,130,31,1,-14
5227,4.png,纯色块,方块,37,40,中,0,中,0,120,120,37,40
5228,10.png,全部完成,长条文字按钮,14,-21,中,0,中,0,532,140,14,-21
5229,5.png,全部完成,纯文字,-34,15,中,0,中,0,130,31,-34,15
5230,3.png,纯色块,方块,-286,21,左,-300,中,0,86,86,14,21
5231,7.png,已完成,纯文字,59,19,中,0,中,0,95,31,59,19
5232,2.png,纯色块,方块,-286,36,左,-300,中,0,48,48,14,36
5233,2.png,纯色块,方块,-11,-558,中,0,上,-533,48,48,-11,-25
5234,4.png,纯色块,方块,-8,-40,中,0,中,0,120,120,-8,-40
5235,6.png,完成,纯文字,-262,-543,左,-300,上,-533,64,31,38,-10
5236,9.png,全部完成,长条文字按钮,-48,-524,中,0,上,-533,352,140,-48,9
5237,3.png,纯色块,方块,-305,483,左,-300,下,533,86,86,-5,-50
5238,1.png,纯色块,方块,17,-531,中,0,上,-533,30,30,17,2
5239,8.png,全部完成,长条文字按钮,-228,-39,左,-300,中,0,282,140,72,-39
5240,1.png,纯色块,方块,-315,526,左,-300,下,533,30,30,-15,-7
5241,4.png,纯色块,方块,294,-29,右,300,中,0,120,120,-6,-29
5242,9.png,全部完成,长条文字按钮,34,27,中,0,中,0,352,140,34,27
5243,7.png,已完成,纯文字,-2,-4,中,0,中,0,95,31,-2,-4
5244,2.png,纯色块,方块,78,577,中,0,下,533,48,48,78,44
5245,1.png,纯色块,方块,435,593,右,300,下,533,30,30,135,60
5246,7.png,已完成,纯文字,-285,-507,左,-300,上,-533,95,31,15,26
5247,5.png,全部完成,纯文字,322,-520,右,300,上,-533,130,31,22,13
5248,7.png,已完成,纯文字,296,0,右,300,中,0,95,31,-4,0
5249,6.png,完成,纯文字,-310,-13,左,-300,中,0,64,31,-10,-13
